address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Sixth Neighborhood, El Oubour",Apartments,3,3,226 ,2,2020,Semi Finished,Main Street,"1,350,000"
"Second Neighborhood, El Oubour",Apartments,2,1,125 ,2,2021,Semi Finished,,"700,000"
"Seventh Neighborhood, El Oubour",Villas,6,5,880 ,2015,Super lux,Garden,,"10,000,000"
"Seventh Neighborhood, El Oubour",Separate Villa,8,6,600 ,2020,Super lux,Garden,,"10,000,000"
"Gardenia El Obour, Compounds in El Obour City",Villas,4,5,658 ,2030,Super lux,Other,,"10,000,000"
"Fifth Neighborhood, El Oubour",Penthouse,4,3,350 ,2,2017,Semi Finished,Garden,"1,500,000"
"Fourth Neighborhood, El Oubour",Apartments,3,1,210 ,2,2021,Super lux,,"850,000"
"Seventh Neighborhood, El Oubour",Villas,6,5,200 ,2005,Extra super lux,Main Street,,"13,000,000"
"Seventh Neighborhood, El Oubour",Apartments,3,3,200 ,1,2021,Semi Finished,Garden,"1,200,000"
"El Oubour, El Oubour",Apartments,3,1,100 ,3,2021,Super lux,Side Street,"480,000"
"Seventh Neighborhood, El Oubour",Apartment with Garden,3,2,200 ,Ground,2018,Semi Finished,Main Street,"1,050,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,210 ,1,2018,Super lux,Garden,"2,000,000"
"El Oubour, El Oubour",Villas,10,10,300 ,2021,Super lux,,,"5,700,000"
"Fifth Neighborhood, El Oubour",Separate Villa,11,9,1270 ,2008,Extra super lux,Garden,,"8,500,000"
"First Neighborhood, El Oubour",Grave,,,40 ,,,,,"80,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,170 ,2,2020,Super lux,Garden,"1,150,000"
"Rock Ville Compound - Al Batal, Compounds in El Obour City",Town House,4,3,228 ,2021,Lux,Garden,,"3,929,108"
"Fifth Neighborhood, El Oubour",Apartments,3,2,200 ,2,2010,Super lux,Garden,"1,250,000"
"First Neighborhood, El Oubour",Apartments,2,1,68 ,1,2021,Super lux,,"350,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,3,278 ,Ground,2021,Super lux,Side Street,"1,600,000"
"Third Neighborhood, El Oubour",Apartments,3,2,162 ,2,2020,Semi Finished,Main Street,"750,000"
"Sixth Neighborhood, El Oubour",Duplex,4,4,386 ,Ground,2011,Semi Finished,Main Street,"1,800,000"
"Seventh Neighborhood, El Oubour",Roof,3,2,400 ,3,2020,Semi Finished,Garden,"900,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,202 ,2,2020,Without Finish,Main Street,"1,250,000"
"Eighth Neighborhood, El Oubour",Apartments,3,2,135 ,4,2015,Super lux,Main Street,"900,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,175 ,2,2015,Super lux,Main Street,"1,350,000"
"El Oubour, El Oubour",Apartments,2,2,135 ,5,2021,Super lux,Side Street,"370,000"
"El Oubour, El Oubour",Apartments,2,1,130 ,5,2021,Super lux,,"550,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,180 ,2,2018,Super lux,Main Street,"950,000"
"Seventh Neighborhood, El Oubour",Apartments,3,3,200 ,1,2029,Super lux,Garden,"1,250,000"
"Seventh Neighborhood, El Oubour",Apartment with Garden,2,2,105 ,1,2012,Extra super lux,Side Street,"900,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,191 ,4,2021,Lux,Pool,"1,604,400"
"First Neighborhood, El Oubour",Apartments,3,2,200 ,2,2019,Super lux,,"1,350,000"
"Second Neighborhood, El Oubour",Duplex,4,3,340 ,Ground,2018,Semi Finished,Garden,"1,350,000"
"Seventh Neighborhood, El Oubour",Apartment with Garden,3,2,200 ,1,2020,Semi Finished,Main Street,"1,250,000"
"Fifth Neighborhood, El Oubour",Separate Villa,11,9,1265 ,2008,Super lux,Garden,,"8,500,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,175 ,2,2018,Semi Finished,,"1,250,000"
